 subject	trial	gazeX	gazeY	label
1	3	0.4451657	0.3810003	1
1	3	0.45002	0.4049409	1
1	3	0.4581142	0.3919013	1
1	3	0.4445373	0.3988003	1
1	3	0.4511002	0.3884621	1
1	3	0.4511717	0.3852049	1
1	3	0.4561866	0.3943011	1
1	3	0.4532382	0.4019686	1
1	3	0.4529428	0.4004129	1
1	3	0.444743	0.4002305	1
1	3	0.4064501	0.4502071	1
1	3	0.3882467	0.4316375	1
1	3	0.4043079	0.4610092	1
1	3	0.4007952	0.4576846	1
1	3	0.3890554	0.4667966	1
1	3	0.3978432	0.4524501	1
1	3	0.3854498	0.4388793	1
1	3	0.3951313	0.4504102	1
1	3	0.3969264	0.4653632	1
1	3	0.399495	0.4758396	1
1	3	0.4024927	0.4438628	1
1	3	0.4071867	0.4587432	1
1	3	0.4022076	0.4560913	1
1	3	0.4033789	0.4804601	1
1	3	0.3961083	0.4579936	1
1	3	0.3949094	0.4679022	1
1	3	0.3963712	0.4603604	1
1	3	0.3972806	0.4699021	1
1	3	0.394176	0.4529483	1
1	3	0.3893698	0.4636439	1
1	3	0.4001937	0.4608156	1
1	3	0.4017598	0.4678471	1
1	3	0.3982977	0.4740405	1
1	3	0.3998481	0.4786228	1
1	3	0.4001722	0.471332	1
1	3	0.396299	0.4600407	1
1	3	0.3915077	0.4682703	1
1	3	0.3914716	0.4669292	1
1	3	0.3889353	0.4721758	1
1	3	0.389737	0.468641	1
1	3	0.3927168	0.4668973	1
1	3	0.3894119	0.4669611	1
1	3	0.3857969	0.4656158	1
1	3	0.3900523	0.4737203	1
1	3	0.3861141	0.4668601	1
1	3	0.3738836	0.4631077	1
1	3	0.3910002	0.4794928	1
1	3	0.3865174	0.4744326	1
1	3	0.3819275	0.4644707	1
1	3	0.3887233	0.4649183	1
1	3	0.3826304	0.4610839	1
1	3	0.3849781	0.4706091	1
1	3	0.3924809	0.470632	1
1	3	0.3804056	0.4707379	1
1	3	0.3807411	0.4702667	1
1	3	0.3816612	0.4691943	1
1	3	0.3804038	0.4770443	1
1	3	0.3797271	0.4700009	1
1	3	0.377935	0.4715671	1
1	3	0.3762183	0.4692225	1
1	3	0.3731972	0.4711688	1
1	3	0.3674267	0.4714049	1
1	3	0.3731257	0.4595144	1
1	3	0.3751939	0.462174	1
1	3	0.3830046	0.4694515	1
1	3	0.3746049	0.4595687	1
1	3	0.3749879	0.4591694	1
1	3	0.3735463	0.4611717	1
1	3	0.3726769	0.4619127	1
1	3	0.3726134	0.4623708	1
1	3	0.3744759	0.467912	1
1	3	0.3760744	0.470092	1
1	3	0.3783017	0.4587086	1
1	3	0.3777718	0.4589148	1
1	3	0.3815988	0.4565595	1
1	3	0.3746293	0.4599813	1
1	3	0.3673446	0.4678546	1
1	3	0.3672605	0.4693873	1
1	3	0.4262968	0.4790997	1
1	3	0.4381685	0.4770335	1
1	3	0.4358581	0.4748485	1
1	3	0.4387804	0.4753919	1
1	3	0.4395699	0.4750839	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	0.4339951	0.4878904	1
1	3	0.4324938	0.4826387	1
1	3	0.4358898	0.4852204	1
1	3	0.4341804	0.4839817	1
1	3	0.4353457	0.4835626	1
1	3	0.4393986	0.4855634	1
1	3	0.3405903	0.5060737	1
1	3	0.2621289	0.5191762	1
1	3	0.2828621	0.516464	1
1	3	0.2757246	0.521949	1
1	3	0.2750127	0.5209853	1
1	3	0.2765592	0.5216525	1
1	3	0.2804693	0.5276415	1
1	3	0.2793276	0.5236804	1
1	3	0.2781098	0.527676	1
1	3	0.2798237	0.5162616	1
1	3	0.2785891	0.5198117	1
1	3	0.2872045	0.5246013	1
1	3	0.2827203	0.5182929	1
1	3	0.2865442	0.5192865	1
1	3	0.2840698	0.5178366	1
1	3	0.2892895	0.5272854	1
1	3	0.2804477	0.5158743	1
1	3	0.2966105	0.5254475	1
1	3	0.2918294	0.5237452	1
1	3	0.2854311	0.5105616	1
1	3	0.2915485	0.523939	1
1	3	0.2956486	0.5313892	1
1	3	0.2983277	0.5133762	1
1	3	0.2982664	0.5192086	1
1	3	0.2991105	0.5204394	1
1	3	0.3069466	0.5292994	1
1	3	0.2992102	0.5133577	1
1	3	0.2986276	0.5156915	1
1	3	0.3004291	0.5245057	1
1	3	0.2920618	0.5036276	1
1	3	0.2986881	0.5013679	1
1	3	0.2927873	0.5015441	1
1	3	0.3118649	0.5262676	1
1	3	0.2917741	0.4915549	1
1	3	0.2918346	0.5054032	1
1	3	0.3027528	0.4976766	1
1	3	0.304067	0.5142801	1
1	3	0.3053369	0.5073135	1
1	3	0.2890123	0.4948629	1
1	3	0.2916947	0.4986612	1
1	3	0.2993057	0.5025989	1
1	3	0.2890623	0.478929	1
1	3	0.3033124	0.5055211	1
1	3	0.3133342	0.5067137	1
1	3	0.3276896	0.4951392	1
1	3	0.3539064	0.4973195	1
1	3	0.3730395	0.5109056	1
1	3	0.374054	0.4917466	1
1	3	0.3666198	0.4944489	1
1	3	0.3625761	0.4976719	1
1	3	0.3662802	0.5019628	1
1	3	0.3648132	0.5056974	1
1	3	0.369018	0.5136953	1
1	3	0.3590958	0.499298	1
1	3	0.363516	0.4946734	1
1	3	0.3525275	0.4907972	1
1	3	0.3576585	0.4892568	1
1	3	0.3656138	0.5097871	1
1	3	0.3665897	0.4943441	1
1	3	0.3693007	0.5020479	1
1	3	0.3605765	0.49337	1
1	3	0.3674	0.5106185	1
1	3	0.3643682	0.5206692	1
1	3	0.3619143	0.5108694	1
1	3	0.3675618	0.501941	1
1	3	0.360483	0.5014963	1
1	3	0.3608052	0.5113889	1
1	3	0.3637658	0.5061266	1
1	3	0.3698089	0.5029508	1
1	3	0.3622723	0.5076997	1
1	3	0.3642302	0.5057371	1
1	3	0.3727413	0.507882	1
1	3	0.3891211	0.500407	1
1	3	0.4724419	0.4700124	1
1	3	0.499166	0.4170896	1
1	3	0.5004755	0.4200794	1
1	3	0.4979003	0.4132796	1
1	3	0.5042589	0.4228088	1
1	3	0.4958452	0.425633	1
1	3	0.4973439	0.4287167	1
1	3	0.4994535	0.4293156	1
1	3	0.4929153	0.4288422	1
1	3	0.5003604	0.4230892	1
1	3	0.4985719	0.4224353	1
1	3	0.4884474	0.422779	1
1	3	0.489092	0.4260135	1
1	3	0.4867204	0.421424	1
1	3	0.5239222	0.3809295	1
1	3	0.5489275	0.3827507	1
1	3	0.5503962	0.3835969	1
1	3	0.5497773	0.3765071	1
1	3	0.5510291	0.377145	1
1	3	0.55076	0.3766191	1
1	3	0.5501171	0.3747957	1
1	3	0.5503936	0.3725908	1
1	3	0.549695	0.3761258	1
1	3	0.5473992	0.3693227	1
1	3	0.550857	0.3694468	1
1	3	0.549271	0.3686627	1
1	3	0.5531558	0.3666247	1
1	3	0.5510894	0.3602993	1
1	3	0.5475796	0.3645746	1
1	3	0.5504647	0.3602023	1
1	3	0.5462438	0.3706843	1
1	3	0.5450023	0.3666864	1
1	3	0.5417498	0.3687392	1
1	3	0.5472174	0.3698734	1
1	3	0.5420912	0.3714536	1
1	3	0.4903387	0.4914116	1
1	3	0.4902301	0.637879	1
1	3	0.480372	0.6151828	1
1	3	0.4835205	0.6227182	1
1	3	0.4832308	0.6269711	1
1	3	0.4813382	0.6226128	1
1	3	0.4830358	0.6229739	1
1	3	0.4827982	0.6274102	1
1	3	0.4843276	0.6256667	1
1	3	0.4868859	0.6272715	1
1	3	0.4826767	0.6241153	1
1	3	0.4838104	0.6207258	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	-1	-1	1
1	3	0.4782218	0.6188326	1
1	3	0.4773128	0.6250749	1
1	3	0.4761505	0.6228547	1
1	3	0.4791714	0.6219008	1
1	3	0.4772815	0.6253307	1
1	3	0.4150144	0.6186395	1
1	3	0.2680572	0.6154146	1
1	3	0.2490661	0.602146	1
1	3	0.2560244	0.6104959	1
1	3	0.2540974	0.609966	1
1	3	0.2558041	0.6095224	1
1	3	0.2592983	0.6161743	1
1	3	0.3036704	0.5457113	1
1	3	0.4296373	0.3723229	1
1	3	0.4802346	0.2795032	1
1	3	0.4891942	0.283819	1
1	3	0.5008093	0.2713463	1
1	3	0.5137412	0.275991	1
1	3	0.5127047	0.2763526	1
1	3	0.5148259	0.2647518	1
1	3	0.5177782	0.275659	1
1	3	0.5206883	0.2787155	1
1	3	0.5202289	0.2664558	1
1	3	0.5187684	0.2840797	1
1	3	0.5266744	0.2782979	1
1	3	0.5211518	0.2701834	1
1	3	0.5294409	0.2762471	1
1	3	0.5716952	0.2671944	1
1	3	0.5956239	0.2588712	1
1	3	0.5897931	0.2730519	1
1	3	0.583827	0.2690005	1
1	3	0.5975078	0.2611248	1
1	3	0.596469	0.2604669	1
1	3	0.5917246	0.2609554	1
1	3	0.5963953	0.2722798	1
1	3	0.5881809	0.268399	1
1	3	0.5940325	0.2627163	1
1	3	0.5938976	0.2764797	1
1	3	0.5948436	0.2584768	1
1	3	0.5886722	0.2826344	1
1	3	0.6023094	0.2687006	1
1	3	0.6001247	0.264371	1
1	3	0.5959347	0.268339	1
1	3	0.5984004	0.2562353	1
1	3	0.5929109	0.2703502	1
1	3	0.5880767	0.2672316	1
1	3	0.5844674	0.287775	1
1	3	0.5733946	0.3405842	1
1	3	0.5728073	0.366173	1
1	3	0.5699288	0.3688607	1
1	3	0.5663395	0.3710933	1
1	3	0.5709212	0.3629099	1
1	3	0.5714828	0.3660044	1
1	3	0.5721892	0.3566624	1
1	3	0.5639451	0.3579983	1
1	3	0.5673865	0.3609736	1
1	3	0.5757588	0.3579262	1
1	3	0.5713073	0.3544626	1
1	3	0.5695736	0.371132	1
1	3	0.5661596	0.3672239	1
1	3	0.5594856	0.3587408	1
1	3	0.5470034	0.3568951	1
1	3	0.4754497	0.3624574	1
1	3	0.4687209	0.3715864	1
1	3	0.4698291	0.3674199	1
1	3	0.4654143	0.3711151	1
1	3	0.4684736	0.3630544	1
1	4	0.4745509	0.376756	0
1	4	0.4700025	0.3672745	0
1	4	0.4630354	0.3799935	0
1	4	0.4691751	0.3570522	0
1	4	0.4701649	0.3627569	0
1	4	0.4699777	0.3652546	0
1	4	0.4719881	0.3674032	0
1	4	0.4685332	0.3684505	0
1	4	0.4656357	0.3728623	0
1	4	0.3765996	0.4450112	0
1	4	0.3846148	0.4564658	0
1	4	0.3808322	0.4527101	0
1	4	0.3781516	0.4638575	0
1	4	0.3782981	0.4704217	0
